<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
20150215,64927.00,64956.00,64896.90,64926.80,398138117
20150216,64955.10,65026.40,64955.10,64993.60,602626947
20150217,65035.70,65071.50,64811.20,64811.20,581183676
20150218,64826.60,64826.60,64706.80,64720.00,566642083
20150221,64725.50,64915.50,64725.40,64867.10,346545088
20150222,64908.20,64927.60,64719.80,64719.90,337378650
20150223,64710.70,64746.20,64625.50,64678.40,314729140
20150224,64689.90,64709.00,64525.70,64525.80,278521094
20150225,64534.50,64534.50,64051.60,64051.70,271188153
20150228,64065.60,64074.90,63950.80,63950.90,257849083
20150301,63955.70,63956.30,63858.80,63860.10,475683577
20150302,63886.90,64003.10,63886.90,63954.80,717632564
20150303,63983.40,64045.30,63982.60,63996.00,563828250
20150304,64036.50,64087.70,64003.80,64014.90,536513887
20150307,64038.90,64075.90,63911.00,63911.10,429599811
20150308,63914.60,63914.50,63798.00,63806.70,318401856
20150309,63811.90,63884.70,63811.90,63846.70,258376699
20150310,63846.90,63887.90,63769.30,63852.80,293088969
20150311,63935.00,64070.70,63934.90,64070.70,263287177
20150314,64109.50,64652.40,64109.40,64610.30,524973256
20150315,64875.60,64989.90,64875.50,64980.60,555231496
20150316,65119.80,65157.90,65100.70,65122.80,773753824
20150317,65090.30,65090.20,61532.80,61532.90,375675666
20150318,61625.40,62532.00,61625.30,62531.80,766170725
20150325,62591.60,62884.90,62591.60,62885.00,284988282
20150328,62894.80,63625.50,62891.60,63625.50,572398187
20150329,63815.90,65099.90,63815.80,65099.90,943264725
20150330,65161.90,65350.60,65147.90,65175.10,726293674
20150331,65175.50,65741.90,65175.40,65728.00,615520282
20150404,65981.40,67827.00,65981.40,67827.00,377740854
20150405,68385.90,70261.70,68385.90,70261.70,1241892162
20150406,71246.70,71408.00,70833.70,70843.90,3468340525
20150407,70856.90,70856.80,70159.80,70159.90,1348343687
20150408,70162.10,70711.30,70111.40,70684.70,1764432603
20150411,70676.60,70715.80,70022.70,70022.80,1420866829
20150412,69984.70,69984.60,68783.90,68783.90,1113319692
20150413,68839.10,68940.90,68454.00,68454.10,1039215767
20150414,68486.20,68572.80,68465.20,68465.30,534507404
20150415,68396.60,68430.20,68078.70,68078.80,798656141
20150418,68029.10,68029.00,67373.90,67374.00,729338763
20150419,67343.30,67561.00,67343.30,67378.80,534235296
20150420,67378.00,67377.90,67016.70,67016.70,399452045
20150421,67004.00,67060.50,66828.60,66828.60,424099393
20150422,66826.80,67034.00,66569.20,66569.20,533240929
20150425,66663.10,66725.10,66540.50,66540.60,338846311
20150426,66551.00,66550.90,66208.80,66208.90,364260531
20150427,66161.20,66161.10,65576.70,65576.80,368732329
20150428,65516.60,65572.90,65473.20,65508.20,393305200
20150429,65524.30,65641.10,65524.30,65634.10,261281551
20150503,65636.30,65636.30,65088.30,65088.30,324489172
20150504,65122.90,65122.90,64415.70,64415.80,438133054
20150505,64407.50,64473.10,64168.10,64168.10,363502776
20150506,64213.60,64299.10,64053.30,64069.10,473648161
20150509,64121.00,64128.20,63530.10,63530.20,735475945
20150510,63437.40,63437.40,62885.90,62885.90,534458495
20150511,62893.80,63069.70,62745.00,63069.80,535649318
20150512,63112.50,63389.30,63112.40,63316.00,484760401
20150513,63370.40,63531.40,63370.40,63531.40,364378540
20150517,63598.90,63598.90,63376.50,63465.10,406814272
20150518,63471.40,63546.20,63471.40,63522.80,319251347
20150519,63547.70,63649.90,63543.60,63644.30,287737024
20150520,63663.50,63703.60,63631.20,63703.10,321860920
20150523,63701.70,63701.60,63420.00,63427.80,345254125
20150524,63429.90,63432.50,63326.90,63363.80,328528209
20150525,63391.50,63562.00,63391.50,63496.50,306307415
20150526,63509.10,63509.50,63413.00,63419.10,293973683
20150527,63422.80,63425.80,63355.80,63402.10,236274206
20150530,63419.30,63528.80,63419.30,63419.90,225019587
20150531,63436.60,63436.60,63227.80,63227.90,193432039
20150601,63225.40,63230.20,63202.50,63227.00,219962946
20150602,63238.80,63289.70,63238.70,63289.80,292857620
20150606,63296.10,63319.10,63296.10,63297.60,191835406
20150607,63300.40,63300.40,63110.00,63187.30,218432616
20150608,63193.60,63210.30,62952.20,62952.30,294094822
20150609,62947.90,62947.90,62317.10,62317.90,280410753
20150610,62309.30,62323.10,62271.20,62322.20,225937852
20150613,62338.10,62581.90,62338.10,62571.20,226083166
20150614,62583.00,62680.70,62583.00,62653.30,221432566
20150615,62691.60,62691.60,62441.80,62442.00,342324068
20150616,62462.30,62559.00,62462.30,62558.90,353210139
20150617,62657.60,63559.80,62657.50,63559.70,527515679
20150620,63745.20,63898.80,63745.10,63836.20,386481174
20150621,63826.50,63858.70,63808.50,63810.70,293678800
20150622,63811.80,64276.50,63811.80,64276.50,549057902
20150623,64321.00,64839.50,64321.00,64839.50,605848150
20150624,64945.50,64978.30,64857.50,64857.60,608894461
20150627,64850.90,64894.10,64812.20,64812.20,329512110
20150628,64802.80,64802.80,64301.30,64301.40,294684159
20150629,64299.40,64366.20,64299.30,64332.90,291213201
20150630,64381.20,64949.60,64381.20,64922.60,726600809
20150701,64965.60,65106.10,64861.80,64861.80,520184137
20150704,64999.00,65870.20,64999.00,65860.80,1241910361
20150705,65946.90,65979.60,65780.10,65780.10,645141491
20150706,65792.90,66019.80,65792.80,66019.90,591230184
20150707,66092.20,66761.40,66092.10,66761.40,1006633697
20150711,66710.40,66817.80,66509.50,66817.80,511400207
20150712,66933.00,67646.80,66932.90,67646.40,701027246
20150713,68078.10,69196.00,68078.10,69194.50,1195048810
20150714,69473.00,69581.30,69135.50,69433.50,1638898872
20150715,69768.90,69768.90,68827.70,68827.70,1059600173
20150720,68712.80,68712.80,68144.70,68148.40,499612319
20150721,68169.80,68206.90,68050.60,68050.70,439486966
20150722,68051.70,68051.70,67643.80,67643.90,365979611
20150725,67631.20,67688.80,67036.20,67036.30,353629911
20150726,67014.10,67019.50,66966.00,66977.40,459512732
20150727,66978.20,66978.10,66441.30,66441.40,417270085
20150728,66405.80,66492.00,66377.20,66489.50,385554449
20150729,66524.60,66903.40,66524.50,66780.70,622303279
20150801,66825.00,67012.90,66824.90,66829.70,540120747
20150802,66750.50,66750.50,66527.00,66530.50,575367865
20150803,66596.20,66708.60,66596.10,66626.70,432173087
20150804,66625.10,66625.00,66410.10,66445.70,356553578
20150805,66444.20,66492.10,66444.20,66451.00,270070240
20150808,66456.90,66456.90,65986.10,66000.90,411180656
20150809,66001.20,66010.00,65956.00,65973.50,328489504
20150810,65976.60,66073.00,65903.10,65903.10,341799420
20150812,65911.50,65911.50,65674.50,65703.30,316044536
20150815,65708.20,65708.20,65314.00,65314.30,261480671
20150816,65288.60,65335.90,65226.70,65239.90,294832291
20150817,65243.10,65302.90,65225.80,65302.50,351522276
20150818,65302.20,65302.20,65169.00,65189.40,340682388
20150819,65185.90,65219.50,65156.20,65218.30,282777069
20150822,65227.10,65301.20,65221.50,65225.00,276516687
20150823,65218.70,65218.60,64881.40,64881.40,317930774
20150824,64880.60,64881.50,64651.50,64651.60,229506739
20150825,64648.10,64671.00,64197.20,64197.30,372488334
20150826,64200.20,64217.70,64145.50,64206.20,335477252
20150829,64253.00,64455.30,64252.90,64451.30,513284890
20150830,64458.10,64491.30,64438.20,64467.30,372269283
20150831,64477.90,64477.90,64225.80,64225.80,330914207
20150901,64227.20,64263.30,64205.60,64251.00,256351275
20150902,64236.90,64276.10,64236.90,64276.20,486691336
20150905,64319.00,64508.10,64319.00,64497.00,358582948
20150906,64515.50,64527.70,64481.80,64506.60,354398195
20150907,64517.40,64539.30,64512.90,64518.40,304758997
20150908,64528.00,64531.30,64511.60,64511.70,229285509
20150909,64480.40,64494.90,63467.70,63467.70,360247294
20150912,63509.30,63591.90,63482.50,63482.50,269569679
20150913,63464.40,63464.30,62941.10,62958.20,404292123
20150914,62965.70,62993.00,62952.80,62993.00,363400323
20150915,62995.50,62999.10,62536.50,62536.50,286409986
20150916,62536.60,62536.60,62264.40,62264.50,264924999
20150919,62265.40,62310.50,62240.90,62254.70,242279350
20150920,62260.60,62260.50,61553.20,61553.20,395485133
20150921,61540.60,61540.50,61110.80,61328.00,467445144
20150922,61355.50,61576.80,61355.50,61576.80,376651860
20150923,61595.70,61790.80,61595.70,61686.00,542456422
20150926,61692.00,61692.00,61530.80,61530.90,236906522
20150927,61545.80,61562.90,61491.90,61563.00,753818817
20150928,61575.00,61588.10,61541.30,61568.90,230323432
20150929,61571.40,61580.80,61557.00,61578.80,248926166
20150930,61577.70,61577.70,61497.90,61498.30,227010493
20151003,61499.10,61499.00,61217.40,61217.40,333851194
20151004,61204.10,61204.10,61064.50,61163.70,328776122
20151005,61168.00,61264.80,61168.00,61233.60,210912378
20151006,61233.30,61233.70,61124.60,61209.80,351172278
20151007,61219.90,61396.60,61219.90,61389.80,236971761
20151010,61402.40,61436.10,61394.60,61396.90,205794003
20151011,61401.60,61421.90,61287.00,61287.10,343832888
20151012,61302.80,61355.20,61253.10,61296.60,320019889
20151013,61298.10,61434.40,61297.90,61434.40,346112649
20151014,61493.80,61973.30,61493.70,61973.30,442185780
20151017,62038.80,62799.10,62038.80,62799.10,716175203
20151018,62987.70,63284.70,62987.70,63071.40,712961577
20151019,63069.10,63172.80,63029.90,63126.70,347744865
20151020,63124.80,63147.40,63112.10,63142.00,332449936
20151021,63142.80,63176.10,63097.70,63175.00,243276312
20151025,63172.80,63172.70,62792.70,62792.80,231435748
20151026,62790.90,62836.90,62789.50,62803.30,204840676
20151027,62857.10,62950.00,62857.10,62923.00,195369507
20151028,62942.70,62989.70,62897.70,62923.70,207440079
20151031,62933.50,62985.90,62916.60,62948.60,246982677
20151101,62955.10,62983.70,62930.90,62942.70,284562038
20151102,62959.40,62983.20,62855.60,62855.70,699584437
20151103,62866.20,62892.50,62811.60,62811.60,269111271
20151104,62836.30,63005.90,62836.20,62927.40,404089042
20151107,62953.30,63000.40,62915.60,63000.40,433893704
20151108,63005.10,63019.70,62976.70,62999.20,318860723
20151109,63011.00,63043.00,62986.20,63035.70,233703513
20151110,63056.00,63087.90,63025.90,63044.30,270897250
20151111,63048.80,63056.40,62967.30,63056.40,313838200
20151114,63072.80,63080.70,63025.80,63070.60,278339454
20151115,63070.20,63083.40,63013.50,63083.50,366452021
20151116,63096.20,63124.70,63056.70,63108.60,405701411
20151117,63119.90,63119.90,63004.60,63013.60,323464530
20151118,63018.50,63019.10,62871.30,62871.30,305859190
20151121,62871.30,62892.90,62843.90,62889.00,330152350
20151122,62916.10,62941.80,62821.30,62923.90,265798789
20151123,62922.50,62922.40,62763.00,62795.70,326116806
20151124,62786.50,62795.60,62702.90,62720.90,399046732
20151125,62723.60,62757.00,62625.60,62734.60,348428106
20151128,62743.90,62743.80,62605.30,62635.40,347666413
20151129,62644.20,62658.00,62565.40,62639.10,352145484
20151130,62638.90,62675.10,62609.90,62647.70,308195408
20151201,62656.60,62656.60,62517.10,62550.00,259107923
20151205,62557.00,62577.70,62516.30,62577.10,204744347
20151206,62597.90,62597.80,62381.00,62420.20,342452160
20151207,62422.50,62422.50,62325.30,62374.80,308839316
20151208,62375.80,62394.80,62303.40,62392.40,257087631
20151209,62420.90,62426.60,62397.60,62409.80,241750408
20151213,62415.00,62415.00,62287.10,62310.70,202515340
20151214,62313.70,62314.90,62202.20,62216.30,257232168
20151215,62224.00,62263.80,62224.00,62233.30,284872206
20151216,62249.80,62271.00,62147.30,62147.30,352907250
20151219,62146.40,62146.30,61734.00,61734.00,278239996
20151220,61747.10,61747.10,61499.50,61501.50,406283413
20151221,61508.30,61546.30,61507.60,61518.50,316984102
20151222,61533.70,61534.70,61414.20,61414.20,283290561
20151223,61426.40,61427.20,61376.90,61420.70,317931973
20151226,61424.20,61442.20,61354.70,61436.90,425138353
20151227,61447.40,61513.80,61447.40,61455.30,409245545
20151228,61480.20,61498.70,61469.20,61469.30,403080828
20151230,61508.00,61741.20,61507.90,61691.00,521424735
20160102,61733.30,61744.10,61681.50,61700.10,355724581
20160103,61712.70,61718.90,61673.50,61710.20,435245456
20160104,61731.60,61822.90,61726.10,61728.10,552332055
20160105,61768.20,62115.10,61762.40,62055.90,652299885
20160106,62150.70,62632.70,62150.70,62632.80,931799975
20160109,62868.20,63011.10,62655.00,62655.00,679363069
20160110,62657.90,62657.90,62460.90,62461.00,600119629
20160111,62524.70,62788.60,62524.70,62788.70,718503911
20160112,62772.70,62962.80,62772.60,62841.20,983225388
20160113,62971.30,63516.80,62971.20,63516.90,1054882198
20160116,64099.00,64860.80,64098.90,64860.90,1113324376
20160117,65635.30,65958.40,65424.10,65424.10,1781673081
20160118,65373.40,65373.30,64620.10,65119.50,1026790720
20160119,65488.80,66141.00,65488.80,66118.10,771802453
20160120,66356.30,66562.50,66356.20,66562.50,1255517673
20160123,66690.50,66960.40,66690.40,66960.40,1917186081
20160124,67189.00,67740.00,67188.90,67740.10,1701208813
20160125,68063.20,68857.40,68063.20,68857.50,1864735198
20160126,69441.10,71001.30,69441.10,70999.50,1845293925
20160127,71365.70,71492.90,70998.00,71011.00,2854858861
20160130,71026.80,71702.90,71019.00,71393.90,1793069462
20160131,71388.10,71388.00,70983.90,71118.80,1638262928
20160201,71378.50,72912.70,71378.50,72912.80,1794003477
20160202,73364.30,73844.50,73364.20,73725.50,2162094854
20160203,73901.60,73901.60,73648.50,73684.00,1958055448
20160206,73976.80,74238.40,73976.80,74103.60,1611459260
20160207,74284.20,74810.60,74284.20,74569.40,1940282147
20160208,74912.00,75783.70,74911.90,75783.80,2131339218
20160209,76814.80,78418.90,76814.70,78199.10,3918071545
20160210,77924.50,77924.40,77457.40,77497.90,3036555622
20160213,77516.20,77532.30,76514.60,76594.20,2284877371
20160214,76657.20,76780.20,76467.60,76709.50,1645808335
20160215,76820.40,77539.20,76820.40,77377.50,1944789279
20160216,77698.40,77698.40,77091.10,77141.60,1742224883
20160217,77270.00,77888.10,77269.90,77888.00,1575246085
20160220,78333.00,78333.00,77560.90,77560.90,3188199107
20160221,77516.00,77516.00,77141.40,77234.90,1891767275
20160222,77563.70,77781.00,77563.70,77587.70,1255890673
20160223,77905.20,78037.50,77651.30,77704.00,1355282511
20160224,77707.10,77840.10,77573.30,77840.20,1127498180
20160227,78086.10,78387.50,78086.10,78228.30,913332055
20160228,78390.20,78442.60,77733.80,77733.80,1294851075
20160229,77819.30,77827.30,77376.40,77539.20,1391355998
20160301,77891.50,77891.40,77614.40,77648.80,921930855
20160302,77692.30,77697.70,77595.90,77697.80,1748594842
20160305,78092.00,78291.50,78022.20,78022.20,1207265098
20160306,78295.40,78295.40,78093.00,78093.00,1696026439
20160307,78220.10,78434.30,78142.60,78158.40,2247025750
20160308,78278.00,78402.50,78210.00,78220.00,1889011435
20160309,78319.90,78451.30,78312.10,78312.10,1600090370
20160312,78542.00,79430.20,78541.90,79366.50,1213234077
20160314,79930.60,80286.70,79930.60,80236.70,1269896471
20160315,80493.40,80493.40,79993.60,80037.50,1936746199
20160316,80068.00,80304.90,80068.00,80219.40,2328054222
20160326,80133.30,81200.30,80133.20,81200.30,785545121
20160327,81417.50,81447.70,81255.40,81261.00,1006304416
20160328,81074.90,81074.80,80935.60,80935.70,677383208
20160329,80843.30,80889.50,80561.20,80561.30,1491153697
20160330,80774.80,81498.80,80774.70,81480.40,947224063
20160402,81680.10,81723.70,81432.10,81536.90,1151054180
20160403,81490.40,81490.40,80590.00,80852.70,1194056551
20160404,80857.80,80965.40,80802.60,80872.10,1157971824
20160405,80983.10,81030.50,80853.10,80965.80,1134093169
20160406,81165.30,81190.20,80743.10,80752.70,1331609557
20160409,80914.70,80950.30,80653.10,80654.00,949984739
20160410,80615.60,80615.50,80237.30,80280.70,1405931190
20160411,80274.20,80331.20,80164.70,80262.40,1112984336
20160412,80392.00,80446.00,79994.10,80109.30,1059970613
20160413,80050.30,80050.20,79579.00,79588.30,1529162577
20160416,79447.80,79447.70,77933.30,77984.80,770506601
20160417,77709.60,77709.50,77446.50,77516.20,1153288053
20160418,77613.10,78438.30,77613.10,78435.40,1414858036
20160419,78733.10,78766.10,78430.90,78430.90,1487443376
20160420,78636.70,78636.60,78197.20,78269.00,1102047740
20160423,78336.20,78396.70,78264.90,78281.70,988554115
20160424,78369.60,78448.40,78278.40,78448.30,895791737
20160425,78653.20,78945.70,78653.10,78688.40,1232247655
20160426,78698.00,78699.70,78317.80,78394.40,978941590
20160427,78542.60,78578.50,78341.10,78404.70,1144237949
20160430,78491.10,78585.70,78399.80,78414.60,1423903920
20160501,78426.40,78453.70,78220.10,78384.40,1169438109
20160502,78332.70,78425.00,78259.00,78285.40,1354698516
20160503,78382.60,78382.50,77968.90,78044.40,1138480949
20160504,78031.40,78076.90,77938.10,78033.80,1000124292
20160507,78036.60,78036.60,77423.90,77423.90,847545752
20160508,77378.20,77378.10,77041.20,77045.30,1076651681
20160509,77094.20,77302.30,77094.10,77106.00,822621181
20160510,77070.80,77070.80,76606.90,76630.40,1058996284
20160511,76612.00,76611.90,75894.80,75982.60,1233151695
20160514,76016.70,76176.10,76016.60,76138.60,572682541
20160515,76224.20,76224.10,75863.20,75863.20,1033134708
20160516,75974.00,76006.50,75866.40,75980.50,807516291
20160517,76071.50,76305.50,76071.50,76292.90,824990863
20160518,76348.50,76463.50,76329.80,76413.30,867967221
20160521,76453.50,76530.20,76443.40,76448.30,612749699
20160523,76493.50,76708.10,76493.50,76613.90,995000763
20160524,76664.70,76692.70,76543.20,76692.80,865052067
20160525,76702.30,76957.70,76702.30,76853.00,853942528
20160528,76892.70,76945.70,76618.20,76690.60,1019275214
20160529,76706.60,76744.10,76387.00,76387.00,907390594
20160530,76421.20,76463.70,76396.10,76431.50,758554625
20160531,76527.40,76534.50,76144.20,76144.20,637134062
20160601,76177.40,76207.20,76077.70,76084.20,712169907
20160605,76166.30,76200.30,76133.20,76160.60,763733825
20160606,76265.00,76284.70,76102.90,76128.60,746965984
20160607,76177.00,76177.00,75874.40,75874.50,726875232
20160608,75885.70,75929.10,75775.90,75876.20,803570519
20160611,75905.90,75909.80,74850.10,74850.10,884783670
20160612,74845.50,74870.50,74670.90,74817.80,796369118
20160613,74860.90,74904.50,74594.60,74700.50,665629018
20160614,74716.20,74716.20,73959.70,73959.70,811986809
20160615,73966.50,73966.40,73705.40,73877.10,725865076
20160618,73967.90,74018.50,73887.10,73906.50,601924904
20160619,73915.60,73915.60,73027.90,73027.90,585217551
20160620,72945.20,72945.20,72614.80,72615.00,586364929
20160621,72623.70,72799.20,72563.60,72799.20,903109325
20160622,72930.20,73644.70,72930.10,73644.80,681490584
20160625,73799.30,73863.30,73671.70,73672.00,753487041
20160626,73700.40,73771.70,73651.10,73743.50,870644265
20160628,73935.40,74300.30,73935.40,74190.50,1016643262
20160629,74261.90,74283.20,73934.40,73940.30,1344188760
20160702,73967.20,74000.80,73931.80,73965.50,731508418
20160703,74063.30,74137.10,74063.30,74064.00,906311472
20160704,74095.40,74095.40,73947.20,73947.20,1072240302
20160705,73961.80,74113.90,73959.00,74049.10,768984499
20160709,74051.40,74051.40,73716.60,73716.60,573228417
20160710,73726.90,73799.70,73695.40,73764.20,718422799
20160711,73875.60,73893.00,73737.20,73816.70,754076213
20160712,73987.20,73987.10,73725.30,73736.00,854104107
20160713,73702.50,73763.00,73625.50,73763.00,866359696
20160716,73770.80,73888.50,73756.20,73868.00,910931433
20160717,74010.90,74282.50,74010.90,74194.80,912157556
20160718,74214.80,74214.80,74045.00,74196.90,918983409
20160719,74249.80,74385.90,74249.70,74313.60,913619728
20160720,74364.80,74516.40,74364.70,74514.10,447681464
20160723,74629.90,74934.20,74629.90,74934.30,538663167
20160724,75050.80,75197.80,75043.60,75183.90,718025674
20160725,75315.80,75540.30,75315.70,75466.50,880614270
20160726,75499.80,75501.20,75402.00,75501.00,607359188
20160727,75755.90,76294.30,75755.90,76225.70,842046845
20160731,76333.80,76699.20,76333.80,76579.70,899409200
20160801,76571.80,76647.30,76408.50,76647.40,881939734
20160802,76672.50,77094.00,76672.40,77089.80,885531228
20160803,77415.40,77915.10,77415.30,77882.90,892031669
20160806,78324.80,78324.90,78324.80,78324.90,1232065081
20160807,78423.00,78837.90,78423.00,78704.60,1058324943
20160808,78777.60,78830.50,78324.70,78324.90,699878688
20160809,78345.10,78437.20,78345.10,78368.40,594333316
20160810,78405.40,78463.80,78190.40,78190.50,590248200
20160813,78180.00,78218.90,78093.10,78218.80,1052075148
20160814,78304.40,78417.10,78205.00,78205.10,621822864
20160815,78203.30,78205.50,77828.70,77828.80,523893577
20160816,77855.80,77857.60,77791.20,77855.50,972546506
20160817,77879.80,77925.80,77863.80,77879.00,972246868
20160820,77933.70,78009.50,77919.20,77968.70,518001047
20160821,78040.20,78113.80,77962.30,78086.40,635546354
20160822,78203.70,78274.90,78086.10,78086.10,779711104
20160823,78093.10,78094.30,77907.30,77964.00,498562533
20160824,78205.70,78205.70,78063.30,78081.50,599803177
20160827,78095.80,78095.90,77757.10,77757.60,535622066
20160828,77846.90,77846.90,77313.60,77313.60,648090619
20160829,77359.50,77374.90,77326.30,77345.60,502068620
20160830,77358.80,77381.50,77352.40,77358.60,448692814
20160831,77354.80,77381.70,77167.80,77167.90,410053467
20160903,77184.60,77184.50,76747.00,76747.00,386460979
20160904,76784.90,76784.80,76509.40,76509.40,442120657
20160905,76522.90,76522.90,76485.90,76522.20,344244733
20160906,76546.00,76703.20,76546.00,76669.60,438588195
20160907,76747.20,76885.50,76742.10,76742.20,540704524
20160910,76746.80,76746.80,76610.80,76640.30,340525013
20160911,76648.70,76698.30,76643.80,76643.90,335530998
20160913,76661.30,76677.90,76444.10,76444.20,481329946
20160914,76474.80,76476.70,76348.30,76455.40,482743251
20160917,76460.10,76460.10,76104.80,76104.90,418170547
20160918,76102.90,76179.30,76099.30,76166.70,441254830
20160919,76176.60,76321.40,76176.50,76272.60,374432063
20160921,76338.40,76450.90,76338.40,76450.90,443678830
20160924,76487.90,76907.40,76487.80,76906.90,583727158
20160925,77071.20,77121.40,77009.80,77081.50,851698625
20160926,77094.40,77152.70,77058.80,77089.80,542232957
20160927,77116.20,77209.10,77116.10,77143.10,607802085
20160928,77198.80,77357.10,77198.80,77300.30,916196594
20161001,77459.30,77605.20,77459.20,77478.80,888103203
20161002,77521.70,77533.10,77287.50,77287.60,867379363
20161003,77355.60,77413.70,77265.30,77265.30,1121294189
20161004,77449.80,77494.50,77335.30,77335.30,1426371562
20161005,77317.50,77342.60,77182.90,77183.00,1024526425
20161008,77246.90,77278.10,77190.20,77217.00,645546515
20161009,77214.90,77480.10,77207.90,77435.80,659417443
20161010,77469.90,77671.00,77469.90,77655.10,746328178
20161015,77725.80,77915.40,77725.70,77886.40,789203325
20161016,77909.90,77911.00,77569.00,77569.10,894501512
20161017,77569.20,77720.30,77525.60,77707.20,709354167
20161018,77773.80,77885.40,77773.80,77849.50,750397608
20161019,77889.70,78092.00,77889.60,78091.50,789024957
20161022,78155.00,78430.00,78154.90,78387.20,722413373
20161023,78498.40,78517.20,78370.30,78370.30,729124060
20161024,78452.50,78579.50,78452.40,78568.80,738689282
20161025,78594.30,78808.80,78594.30,78808.80,728071044
20161026,78836.80,79304.30,78836.80,79299.60,909022745
20161029,79363.10,80493.30,79363.00,80340.70,995915155
20161030,80511.90,80511.80,80338.30,80339.20,744414561
20161031,80372.50,80527.60,80263.70,80263.70,782340752
20161101,80285.30,80285.30,79658.90,79659.20,611760573
20161102,79670.60,79681.10,79634.50,79670.90,496920167
20161105,79735.50,79735.50,79253.30,79253.50,529008226
20161106,79269.20,79277.90,79137.50,79137.50,477977179
20161107,79270.50,79635.20,79270.40,79632.30,669906934
20161108,79718.10,79902.70,79718.00,79871.40,649221414
20161109,79340.10,79340.10,78395.90,78411.60,980869093
20161112,78781.50,79069.70,78781.50,79010.70,972081062
20161113,79227.40,79258.20,79048.40,79048.50,725779491
20161114,79095.30,79378.10,79095.30,79341.50,615121502
20161115,79394.10,79458.70,79153.40,79236.20,683483000
20161116,79280.00,79418.10,79268.40,79268.40,760509642
20161119,79307.60,79335.60,79127.70,79278.60,478374133
20161121,79306.10,79369.10,79306.00,79318.90,365362985
20161122,79361.30,79418.90,79361.20,79393.80,489639622
20161123,79426.50,79449.90,79384.00,79385.60,438677720
20161126,79511.00,79607.70,79510.90,79541.40,522042318
20161127,79579.30,79685.10,79579.00,79625.90,532427825
20161129,79645.70,80018.60,79645.60,80018.60,567699395
20161203,80180.00,80180.00,80033.80,80058.80,565139495
20161204,80077.70,80115.10,80050.10,80063.70,483516179
20161205,80157.60,80174.60,80014.10,80081.20,551388603
20161206,80139.80,80851.10,80139.70,80830.50,825084533
20161207,80965.30,81344.20,80965.30,81341.60,878130451
20161210,81401.30,81505.70,81250.40,81250.50,432760989
20161211,81264.80,81264.70,80925.80,80925.90,321295615
20161212,81011.20,81129.50,80913.90,80915.50,409798564
20161213,80911.90,80929.20,80741.10,80741.20,311489285
20161214,80792.50,80806.80,80683.50,80683.60,559333382
20161218,80690.00,80782.70,80675.20,80709.00,337890932
20161219,80724.20,80766.00,80413.10,80413.10,399300257
20161220,80511.40,80511.30,80122.60,80122.70,457718537
20161221,80128.00,80250.80,80127.90,80250.00,302767348
20161224,80252.50,80270.70,80161.10,80161.20,327757779
20161225,80159.20,80159.10,79898.70,79898.90,321282128
20161226,79926.30,80092.30,79926.20,79966.50,423290695
20161227,79979.50,80002.10,79800.60,79800.80,456311070
20161228,79822.00,79870.90,79598.30,79691.80,417275596
20161231,79698.30,79758.20,79486.60,79486.60,377297812
20170101,79482.20,79482.20,78895.70,78896.00,355386517
20170102,78894.80,78968.80,78698.90,78968.90,523586855
20170103,78970.40,79011.10,78952.10,78983.70,431588763
20170104,79017.00,79017.10,78959.40,78990.30,335822773
20170107,79002.20,79010.40,78826.50,78826.50,528364364
20170108,78845.40,78911.40,78828.70,78833.40,539142082
20170109,78823.80,78823.80,78609.50,78609.50,377573005
20170111,78652.90,78652.80,78555.40,78622.00,464134231
20170114,78709.10,78946.10,78709.00,78876.20,593739399
20170115,78961.10,79131.10,78961.00,79073.20,636336284
20170116,79101.70,79117.90,79069.50,79084.20,526417183
20170117,79119.30,79293.00,79032.90,79280.40,522553573
20170118,79310.20,79464.90,79310.20,79382.20,450933386
20170121,79390.10,79394.50,79206.40,79206.60,327039924
20170122,79211.50,79217.90,79153.50,79218.00,343160515
20170123,79227.20,79311.30,79217.10,79263.50,369502928
20170124,79281.30,79311.80,78249.00,78249.10,458620889
20170125,78313.20,78325.70,78048.90,78049.00,578604704
20170128,78053.90,78053.80,77714.00,77714.10,493440711
20170129,77715.80,77755.90,77706.50,77707.30,400127230
20170130,77753.20,77999.70,77753.10,77961.40,660598594
20170131,78101.70,78123.40,77975.40,77975.40,1097820999
20170201,77979.80,78004.10,77414.70,77414.90,707988262
20170204,77414.80,77414.70,76825.70,76825.70,430367825
20170205,76830.70,76830.70,76615.90,76616.00,496088909
20170206,76615.30,76750.40,76615.20,76678.70,593036529
20170207,76772.60,76874.20,76765.90,76766.00,573464679
20170208,76787.20,76796.00,76731.80,76792.80,547749184
20170211,76951.80,76968.20,76798.10,76816.80,541701985
20170212,76821.00,76836.90,76772.50,76827.70,438821760
20170213,76867.70,77125.70,76867.60,76975.50,468334161
20170214,77009.30,77061.20,76964.70,77000.20,448809768
20170215,77023.90,77209.40,77023.80,77189.70,526633365
20170218,77202.80,77613.30,77202.80,77599.10,689645155
20170219,77648.30,77772.50,77648.30,77658.60,513805287
20170220,77705.60,77753.60,77697.70,77698.20,492334083
20170221,77733.80,77815.90,77733.80,77800.20,453863740
20170222,77818.10,77898.30,77818.10,77847.20,540287264
20170225,77912.20,77924.50,77850.20,77863.50,570237910
20170226,77891.70,77891.60,77574.60,77574.70,660791316
